LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,variables
463,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:30.162,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E21,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage","[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742', '1', '0']]"
464,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:30.357,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E22,Active base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
465,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.011,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Started (Lifecycle Event),E4,[instance: <*> VM Started (Lifecycle Event),"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
466,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.081,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Paused (Lifecycle Event),E5,[instance: <*> VM Paused (Lifecycle Event),"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
467,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:31.161,25746,INFO,nova.osapi_compute.wsgi.server,req-135542a4-6100-4643-83f4-c3d3271ac898 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2776730",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2776730'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
468,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.202,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] During sync_power_state the instance has a pending task (spawning). Skip.,E13,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
469,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:31.429,25746,INFO,nova.osapi_compute.wsgi.server,req-213c462a-869c-4e96-95c0-5d9b49fd5f79 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2630680",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2630680'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
470,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:32.684,25746,INFO,nova.osapi_compute.wsgi.server,req-385c4fd4-fc22-4fc7-b1c9-ff7fea96847c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2493019",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2493019'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
471,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:32.958,25746,INFO,nova.osapi_compute.wsgi.server,req-e28bae73-ef07-429a-af86-3b7b89a80422 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2702570",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2702570'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
472,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:34.385,25746,INFO,nova.osapi_compute.wsgi.server,req-f5f0905b-6c4a-42d1-b5c3-6b1da21ed657 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4212601",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '4212601'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
473,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:34.646,25746,INFO,nova.osapi_compute.wsgi.server,req-41e63879-5cf5-4846-8bb8-4caf07985a8c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2571011",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2571011'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
474,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:35.416,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E17,image <*> at <*> checking,"[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
475,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:35.417,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E21,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage","[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742', '1', '0']]"
476,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:35.602,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E22,Active base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
477,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:35.914,25746,INFO,nova.osapi_compute.wsgi.server,req-826238fb-3373-47c4-b6ef-2576b3bc286f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2608051",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2608051'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
478,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:36.172,25746,INFO,nova.osapi_compute.wsgi.server,req-0b3194a7-fbae-4214-88fe-39afd63e25a7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2536151",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2536151'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
479,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:36.979,25743,INFO,nova.api.openstack.compute.server_external_events,req-3be0ba1e-d96d-483e-b14d-e3c6c34f36f7 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:85754923-baff-45ad-9e35-a3055c898234 for instance 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5,E8,Creating event <*> for instance <*>,"[['85754923', '45', '9', '35', '3055', '898234', '7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], 'network-vif-plugged:<*>-baff-<*>ad-<*>e<*>-a<*>c<*>', '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>']"
480,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:36.986,25743,INFO,nova.osapi_compute.wsgi.server,req-3be0ba1e-d96d-483e-b14d-e3c6c34f36f7 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.1039391",E1,"<*> ""POST <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '9746973', '574', '6', '8', '9', '8857', '56', '7608', '1', '1', '200', '380', '0', '1039391'], '/v<*>/e<*>ac<*>c<*>b<*>a<*>e<*>f<*>a<*>/os-server-external-events']"
481,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:36.996,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Resumed (Lifecycle Event),E6,[instance: <*> VM Resumed (Lifecycle Event),"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
482,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.002,2931,INFO,nova.virt.libvirt.driver,-,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Instance spawned successfully.,E18,[instance: <*> Instance spawned successfully.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
483,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.003,2931,INFO,nova.compute.manager,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 19.07 seconds to spawn the instance on the hypervisor.,E14,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '19', '07'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
484,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.113,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] During sync_power_state the instance has a pending task (spawning). Skip.,E13,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
485,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.115,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Resumed (Lifecycle Event),E6,[instance: <*> VM Resumed (Lifecycle Event),"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
486,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.133,2931,INFO,nova.compute.manager,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 19.92 seconds to build instance.,E28,[instance: <*> Took <*> seconds to build instance.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '19', '92'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
487,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:37.446,25746,INFO,nova.osapi_compute.wsgi.server,req-f32a2c19-2c81-45f7-8506-f8e539929139 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2687280",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1910', '0', '2687280'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
488,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:37.708,25746,INFO,nova.osapi_compute.wsgi.server,req-f204b576-164a-45e0-b31f-e57265e8864a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2570262",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1910', '0', '2570262'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
489,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:40.655,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E17,image <*> at <*> checking,"[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
490,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:40.656,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E21,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage","[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742', '1', '0']]"
491,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:40.829,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E22,Active base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
492,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:43.324,25779,INFO,nova.metadata.wsgi.server,req-258a0b43-37d6-4f22-98b8-e7863a77ef43 - - - - -,"10.11.21.127,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2254272",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.21.127,10.11.10.1', '2012', '08', '10', '1', '1', '200', '264', '0', '2254272'], '/openstack/<*>-<*>-<*>/meta_data.json']"
493,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:43.635,25791,INFO,nova.metadata.wsgi.server,req-1cbcfc19-86a6-45ba-be47-f13c3af17b9e - - - - -,"10.11.21.127,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2243600",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.21.127,10.11.10.1', '2013', '10', '17', '1', '1', '200', '157', '0', '2243600'], '/openstack/<*>-<*>-<*>']"
494,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:43.963,25774,INFO,nova.metadata.wsgi.server,req-851b5cec-0231-43f7-a3f1-47e8d1a1f2b5 - - - - -,"10.11.21.127,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2370040",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.21.127,10.11.10.1', '2013', '10', '17', '1', '1', '200', '124', '0', '2370040'], '/openstack/<*>-<*>-<*>/vendor_data.json']"
495,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:43.998,25746,INFO,nova.osapi_compute.wsgi.server,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5 HTTP/1.1"" status: 204 len: 203 time: 0.2801199",E2,"<*> ""DELETE <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '1', '1', '204', '203', '0', '2801199'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>']"
496,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:44.031,2931,INFO,nova.compute.manager,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Terminating instance,E23,[instance: <*> Terminating instance,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
497,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:44.221,25778,INFO,nova.metadata.wsgi.server,req-ecbd525f-38ad-49a5-a65d-6b43af9227ab - - - - -,"10.11.21.127,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2475102",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.21.127,10.11.10.1', '2013', '10', '17', '1', '1', '200', '124', '0', '2475102'], '/openstack/<*>-<*>-<*>/vendor_data.json']"
498,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:44.247,2931,INFO,nova.virt.libvirt.driver,-,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Instance destroyed successfully.,E19,[instance: <*> Instance destroyed successfully.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
499,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:44.384,25746,INFO,nova.osapi_compute.wsgi.server,req-330a4477-cfaf-485f-a5e9-69e0e9be0a4f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.3824501",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1916', '0', '3824501'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
500,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:44.908,2931,INFO,nova.virt.libvirt.driver,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Deleting instance files /var/lib/nova/instances/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5_del,E9,[instance: <*> Deleting instance files <*>,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]', '/var/lib/nova/instances/<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>_del']"
501,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:44.910,2931,INFO,nova.virt.libvirt.driver,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Deletion of /var/lib/nova/instances/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5_del complete,E10,[instance: <*> Deletion of <*> complete,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]', '/var/lib/nova/instances/<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>_del']"
502,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:45.022,2931,INFO,nova.compute.manager,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 0.99 seconds to destroy the instance on the hypervisor.,E15,[instance: <*> Took <*> seconds to destroy the instance on the hypervisor.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '0', '99'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
503,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:45.162,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E17,image <*> at <*> checking,"[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
504,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:45.163,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E21,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage","[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742', '1', '0']]"
505,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:45.270,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E22,Active base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
506,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:45.565,2931,INFO,nova.compute.manager,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 0.54 seconds to deallocate network for instance.,E3,[instance: <*> Took <*> seconds to deallocate network for instance.,"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5', '0', '54'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
