LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,variables
448,Jun,29,04:09:29,combo,su(pam_unix),14891.0,session opened for user news by (uid=0),E23,session opened for user <*> by (uid= <*>,"[[], 'news']"
449,Jun,29,04:09:30,combo,su(pam_unix),14891.0,session closed for user news,E26,session closed for user <*>,"[[], 'news']"
450,Jun,29,10:08:19,combo,sshd(pam_unix),15481.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
451,Jun,29,10:08:19,combo,sshd(pam_unix),15477.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
452,Jun,29,10:08:19,combo,sshd(pam_unix),15479.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
453,Jun,29,10:08:19,combo,sshd(pam_unix),15478.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
454,Jun,29,10:08:19,combo,sshd(pam_unix),15480.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
455,Jun,29,10:08:19,combo,sshd(pam_unix),15476.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
456,Jun,29,10:08:19,combo,sshd(pam_unix),15488.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
457,Jun,29,10:08:20,combo,sshd(pam_unix),15490.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
458,Jun,29,10:08:20,combo,sshd(pam_unix),15491.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
459,Jun,29,10:08:20,combo,sshd(pam_unix),15492.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'csnsu.nsuok.edu']"
460,Jun,29,10:48:01,combo,ftpd,15547.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:01', 'Jun'], '()', 'Wed', '29']"
461,Jun,29,10:48:01,combo,ftpd,15543.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:01', 'Jun'], '()', 'Wed', '29']"
462,Jun,29,10:48:01,combo,ftpd,15546.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:01', 'Jun'], '()', 'Wed', '29']"
463,Jun,29,10:48:01,combo,ftpd,15542.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:01', 'Jun'], '()', 'Wed', '29']"
464,Jun,29,10:48:01,combo,ftpd,15544.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:01', 'Jun'], '()', 'Wed', '29']"
465,Jun,29,10:48:01,combo,ftpd,15545.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:01', 'Jun'], '()', 'Wed', '29']"
466,Jun,29,10:48:05,combo,ftpd,15548.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:05', 'Jun'], '()', 'Wed', '29']"
467,Jun,29,10:48:06,combo,ftpd,15549.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:06', 'Jun'], '()', 'Wed', '29']"
468,Jun,29,10:48:06,combo,ftpd,15550.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:06', 'Jun'], '()', 'Wed', '29']"
469,Jun,29,10:48:06,combo,ftpd,15551.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:06', 'Jun'], '()', 'Wed', '29']"
470,Jun,29,10:48:08,combo,ftpd,15552.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:08', 'Jun'], '()', 'Wed', '29']"
471,Jun,29,10:48:08,combo,ftpd,15553.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:08', 'Jun'], '()', 'Wed', '29']"
472,Jun,29,10:48:08,combo,ftpd,15554.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:08', 'Jun'], '()', 'Wed', '29']"
473,Jun,29,10:48:10,combo,ftpd,15555.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:10', 'Jun'], '()', 'Wed', '29']"
474,Jun,29,10:48:12,combo,ftpd,15556.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:12', 'Jun'], '()', 'Wed', '29']"
475,Jun,29,10:48:12,combo,ftpd,15557.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:12', 'Jun'], '()', 'Wed', '29']"
476,Jun,29,10:48:13,combo,ftpd,15558.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:13', 'Jun'], '()', 'Wed', '29']"
477,Jun,29,10:48:15,combo,ftpd,15559.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:15', 'Jun'], '()', 'Wed', '29']"
478,Jun,29,10:48:17,combo,ftpd,15560.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:17', 'Jun'], '()', 'Wed', '29']"
479,Jun,29,10:48:17,combo,ftpd,15561.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:17', 'Jun'], '()', 'Wed', '29']"
480,Jun,29,10:48:18,combo,ftpd,15562.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:18', 'Jun'], '()', 'Wed', '29']"
481,Jun,29,10:48:20,combo,ftpd,15563.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:20', 'Jun'], '()', 'Wed', '29']"
482,Jun,29,10:48:21,combo,ftpd,15564.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['208.62.55.75', '10:48:21', 'Jun'], '()', 'Wed', '29']"
483,Jun,29,12:11:53,combo,sshd(pam_unix),15692.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
484,Jun,29,12:11:55,combo,sshd(pam_unix),15694.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
485,Jun,29,12:11:57,combo,sshd(pam_unix),15696.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
486,Jun,29,12:11:59,combo,sshd(pam_unix),15698.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
487,Jun,29,12:11:59,combo,sshd(pam_unix),15700.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
488,Jun,29,12:12:01,combo,sshd(pam_unix),15702.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
489,Jun,29,12:12:02,combo,sshd(pam_unix),15704.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
490,Jun,29,12:12:03,combo,sshd(pam_unix),15706.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
491,Jun,29,12:12:03,combo,sshd(pam_unix),15708.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
492,Jun,29,12:12:05,combo,sshd(pam_unix),15710.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
493,Jun,29,12:12:05,combo,sshd(pam_unix),15712.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
494,Jun,29,12:12:06,combo,sshd(pam_unix),15714.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
495,Jun,29,12:12:10,combo,sshd(pam_unix),15716.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[[], 'h64-187-1-131.gtconnect.net']"
496,Jun,29,14:44:35,combo,ftpd,15917.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
497,Jun,29,14:44:35,combo,ftpd,15922.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
498,Jun,29,14:44:35,combo,ftpd,15918.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
499,Jun,29,14:44:35,combo,ftpd,15919.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
500,Jun,29,14:44:35,combo,ftpd,15923.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
501,Jun,29,14:44:35,combo,ftpd,15920.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
502,Jun,29,14:44:35,combo,ftpd,15921.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E51,connection from <*> <*> at <*> <*> <*> <*> <*>,"[['210.223.97.117', '14:44:35', 'Jun'], '()', 'Wed', '29']"
503,Jun,30,04:03:41,combo,su(pam_unix),17407.0,session opened for user cyrus by (uid=0),E23,session opened for user <*> by (uid= <*>,"[[], 'cyrus']"
504,Jun,30,04:03:42,combo,su(pam_unix),17407.0,session closed for user cyrus,E26,session closed for user <*>,"[[], 'cyrus']"
505,Jun,30,04:03:43,combo,logrotate,,ALERT exited abnormally with [1],E27,ALERT exited abnormally with <*>,[[]]
506,Jun,30,04:09:30,combo,su(pam_unix),17778.0,session opened for user news by (uid=0),E23,session opened for user <*> by (uid= <*>,"[[], 'news']"
507,Jun,30,04:09:31,combo,su(pam_unix),17778.0,session closed for user news,E26,session closed for user <*>,"[[], 'news']"
508,Jun,30,12:48:38,combo,sshd(pam_unix),18559.0,check pass; user unknown,E1,check pass; user unknown,[[]]
509,Jun,30,12:48:38,combo,sshd(pam_unix),18559.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
510,Jun,30,12:48:41,combo,sshd(pam_unix),18557.0,check pass; user unknown,E1,check pass; user unknown,[[]]
511,Jun,30,12:48:41,combo,sshd(pam_unix),18557.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
512,Jun,30,12:48:41,combo,sshd(pam_unix),18550.0,check pass; user unknown,E1,check pass; user unknown,[[]]
513,Jun,30,12:48:41,combo,sshd(pam_unix),18550.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
514,Jun,30,12:48:41,combo,sshd(pam_unix),18547.0,check pass; user unknown,E1,check pass; user unknown,[[]]
515,Jun,30,12:48:41,combo,sshd(pam_unix),18547.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
516,Jun,30,12:48:41,combo,sshd(pam_unix),18549.0,check pass; user unknown,E1,check pass; user unknown,[[]]
517,Jun,30,12:48:41,combo,sshd(pam_unix),18549.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
518,Jun,30,12:48:41,combo,sshd(pam_unix),18545.0,check pass; user unknown,E1,check pass; user unknown,[[]]
519,Jun,30,12:48:41,combo,sshd(pam_unix),18545.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
520,Jun,30,12:48:41,combo,sshd(pam_unix),18548.0,check pass; user unknown,E1,check pass; user unknown,[[]]
521,Jun,30,12:48:41,combo,sshd(pam_unix),18548.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
522,Jun,30,12:48:41,combo,sshd(pam_unix),18546.0,check pass; user unknown,E1,check pass; user unknown,[[]]
523,Jun,30,12:48:41,combo,sshd(pam_unix),18546.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E0,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*>,"[[], 'biblioteka.wsi.edu.pl']"
524,Jun,30,19:03:00,combo,sshd(pam_unix),19088.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
525,Jun,30,19:03:00,combo,sshd(pam_unix),19094.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
526,Jun,30,19:03:00,combo,sshd(pam_unix),19087.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
527,Jun,30,19:03:01,combo,sshd(pam_unix),19093.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
528,Jun,30,19:03:01,combo,sshd(pam_unix),19085.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
529,Jun,30,19:03:03,combo,sshd(pam_unix),19091.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
530,Jun,30,19:03:04,combo,sshd(pam_unix),19099.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
531,Jun,30,19:03:04,combo,sshd(pam_unix),19101.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
532,Jun,30,19:03:05,combo,sshd(pam_unix),19103.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
533,Jun,30,19:03:07,combo,sshd(pam_unix),19097.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['60.30.224.116'], '<*>']"
534,Jun,30,20:16:17,combo,sshd(pam_unix),19202.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['195.129.24.210'], '<*>']"
535,Jun,30,20:16:17,combo,sshd(pam_unix),19203.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['195.129.24.210'], '<*>']"
536,Jun,30,20:16:26,combo,sshd(pam_unix),19209.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['195.129.24.210'], '<*>']"
537,Jun,30,20:16:26,combo,sshd(pam_unix),19208.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['195.129.24.210'], '<*>']"
538,Jun,30,20:16:30,combo,sshd(pam_unix),19222.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,authentication failure; logname= uid= <*> euid= <*> tty= NODEVssh ruser= rhost= <*> user= root,"[['195.129.24.210'], '<*>']"
539,Jun,30,20:53:04,combo,klogind,19272.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
540,Jun,30,20:53:04,combo,klogind,19272.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
541,Jun,30,20:53:04,combo,klogind,19287.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
542,Jun,30,20:53:04,combo,klogind,19287.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
543,Jun,30,20:53:04,combo,klogind,19286.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
544,Jun,30,20:53:04,combo,klogind,19286.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
545,Jun,30,20:53:04,combo,klogind,19271.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
546,Jun,30,20:53:04,combo,klogind,19271.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
547,Jun,30,20:53:04,combo,klogind,19270.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
548,Jun,30,20:53:04,combo,klogind,19270.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
549,Jun,30,20:53:04,combo,klogind,19269.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
550,Jun,30,20:53:04,combo,klogind,19269.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
551,Jun,30,20:53:04,combo,klogind,19268.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
552,Jun,30,20:53:04,combo,klogind,19288.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E83,Authentication failed from <*> <*> Permission denied in replay cache code,"[['163.27.187.39', '163.27.187.39']]"
553,Jun,30,20:53:04,combo,klogind,19274.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E86,Authentication failed from <*> <*> Software caused connection abort,"[['163.27.187.39', '163.27.187.39']]"
554,Jun,30,20:53:04,combo,klogind,19268.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
555,Jun,30,20:53:04,combo,klogind,19288.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
556,Jun,30,20:53:04,combo,klogind,19274.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
557,Jun,30,20:53:06,combo,klogind,19266.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E86,Authentication failed from <*> <*> Software caused connection abort,"[['163.27.187.39', '163.27.187.39']]"
558,Jun,30,20:53:06,combo,klogind,19266.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
559,Jun,30,20:53:06,combo,klogind,19267.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E86,Authentication failed from <*> <*> Software caused connection abort,"[['163.27.187.39', '163.27.187.39']]"
560,Jun,30,20:53:06,combo,klogind,19267.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
561,Jun,30,20:53:06,combo,klogind,19278.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E86,Authentication failed from <*> <*> Software caused connection abort,"[['163.27.187.39', '163.27.187.39']]"
562,Jun,30,20:53:06,combo,klogind,19278.0,Kerberos authentication failed,E58,Kerberos authentication failed,[[]]
563,Jun,30,20:53:06,combo,klogind,19273.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E86,Authentication failed from <*> <*> Software caused connection abort,"[['163.27.187.39', '163.27.187.39']]"
