LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,variables
344,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,registerCallback not in UI.,E142,registerCallback not in UI.,[[]]
345,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,android.util.AndroidRuntimeException: Must execute in UI,E44,<*> Must execute in UI,[['android.util.AndroidRuntimeException']]
346,03-17,16:13:47.743,2227,2794,V,KeyguardUpdateMonitor,*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,E47,*** unregister callback for <*>,"[['com.android.systemui.statusbar.policy.KeyguardMonitor', '712d093']]"
347,03-17,16:13:47.810,2227,2227,V,PhoneStatusBar,setLightsOn(true),E22,setLightsOn( true) ,[[]]
348,03-17,16:13:47.811,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E79,"setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect( <*> <*> - <*> <*> , dockedStackBounds= Rect( <*> <*> - <*> <*> ","[['0', '1', '40000500', '40000500', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']]"
349,03-17,16:13:47.931,2227,2227,V,PhoneStatusBar,setLightsOn(true),E22,setLightsOn( true) ,[[]]
350,03-17,16:13:47.931,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E79,"setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect( <*> <*> - <*> <*> , dockedStackBounds= Rect( <*> <*> - <*> <*> ","[['0', '1', '40000500', '40000500', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']]"
351,03-17,16:13:47.943,2227,2227,V,PhoneStatusBar,setLightsOn(true),E22,setLightsOn( true) ,[[]]
352,03-17,16:13:47.945,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E79,"setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect( <*> <*> - <*> <*> , dockedStackBounds= Rect( <*> <*> - <*> <*> ","[['0', '1', '40000500', '40000500', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']]"
353,03-17,16:13:48.009,1702,10454,W,ActivityManager,getTasks: caller 10113 does not hold REAL_GET_TASKS; limiting output,E64,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
354,03-17,16:13:48.019,2227,2227,V,PhoneStatusBar,setLightsOn(true),E22,setLightsOn( true) ,[[]]
355,03-17,16:13:48.020,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E79,"setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect( <*> <*> - <*> <*> , dockedStackBounds= Rect( <*> <*> - <*> <*> ","[['0', '1', '40000500', '40000500', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']]"
356,03-17,16:13:48.032,1702,2639,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,E104,Destroying surface Surface( name= <*> called by <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,"[['/com', 'com.tencent.qt.qtl', 'tencent.qt.qtl.activity.main.MainTabActivity', 'com.android.server.wm.WindowStateAnimator.destroySurface', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', 'com.android.server.wm.WindowState.destroyOrSaveSurface', 'com.android.server.wm.AppWindowToken.destroySurfaces', 'com.android.server.wm.AppWindowToken.notifyAppStopped', 'com.android.server.wm.WindowManagerService.notifyAppStopped', 'com.android.server.am.ActivityStack.activityStoppedLocked', 'com.android.server.am.ActivityManagerService.activityStopped', '2060', '913', '2201', '374', '400', '4869', '1393', '7690']]"
357,03-17,16:13:48.552,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
358,03-17,16:13:48.553,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
359,03-17,16:13:48.553,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
360,03-17,16:13:49.927,1702,2618,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E64,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
361,03-17,16:13:50.107,23650,23685,V,AudioManager,isMusicActive...,E98,isMusicActive...,[[]]
362,03-17,16:13:50.662,23650,23689,V,AudioManager,isMusicActive...,E98,isMusicActive...,[[]]
363,03-17,16:13:50.766,1702,3693,I,ActivityManager,"Start dump, calling from : pid=12782, uid=1000",E71,"Start dump, calling from : pid= <*> uid= <*>","[['12782', '1000']]"
364,03-17,16:13:51.865,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
365,03-17,16:13:51.866,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
366,03-17,16:13:51.866,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
367,03-17,16:13:54.046,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
368,03-17,16:13:54.640,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
369,03-17,16:13:54.676,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
370,03-17,16:13:54.735,1702,2106,D,PowerManagerService,"acquire lock=237091223, flags=0x1, tag=""WiredAccessoryManager"", name=android, ws=null, uid=1000, pid=1702",E74,"acquire lock= <*> flags= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['237091223', '0x1', '1000', '1702'], '<*>,', '<*>,', '<*>,', 'android,', '""WiredAccessoryManager"",']"
371,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
372,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E136,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
373,03-17,16:13:54.744,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: -2147483632  state: 0,E49,setWiredDeviceConnectionState type: <*> state: <*>,"[['2147483632', '0']]"
374,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"acquire lock=86152250, flags=0x1, tag=""handleAudioEvent"", name=android, ws=null, uid=1000, pid=1702",E74,"acquire lock= <*> flags= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['86152250', '0x1', '1000', '1702'], '<*>,', '<*>,', '<*>,', 'android,', '""handleAudioEvent"",']"
375,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
376,03-17,16:13:54.746,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: 4  state: 0,E49,setWiredDeviceConnectionState type: <*> state: <*>,"[['4', '0']]"
377,03-17,16:13:54.746,1702,1702,D,PowerManagerService,"release:lock=237091223, flg=0x0, tag=""WiredAccessoryManager"", name=android"", ws=null, uid=1000, pid=1702",E73,"release: lock= <*> flg= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['237091223', '0x0', '1000', '1702'], '<*>,', '<*>,', '<*>,', 'android"",', '""WiredAccessoryManager"",']"
378,03-17,16:13:54.747,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
379,03-17,16:13:54.754,23650,23689,V,AudioManager,isMusicActive...,E98,isMusicActive...,[[]]
380,03-17,16:13:54.877,1702,27357,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 12787",E50,"ActivityManagerService, attachApplication, callingPid = <*>",[['12787']]
381,03-17,16:13:55.046,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
382,03-17,16:13:55.172,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
383,03-17,16:13:55.173,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
384,03-17,16:13:55.173,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
385,03-17,16:13:55.783,1702,2113,D,PowerManagerService,"acquire lock=219829192, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0",E74,"acquire lock= <*> flags= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['219829192', '0x1', '1041', '0'], '<*>,', '<*>,', '<*>,', '""AudioMix"",', 'audioserver,']"
386,03-17,16:13:55.784,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
387,03-17,16:13:55.791,1702,2153,D,PowerManagerService,"release:lock=86152250, flg=0x0, tag=""handleAudioEvent"", name=android"", ws=null, uid=1000, pid=1702",E73,"release: lock= <*> flg= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['86152250', '0x0', '1000', '1702'], '<*>,', '<*>,', '<*>,', 'android"",', '""handleAudioEvent"",']"
388,03-17,16:13:55.793,1702,2153,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
389,03-17,16:13:55.800,28601,28601,V,AudioManager,isBluetoothA2dpOn...,E86,isBluetoothA2dpOn...,[[]]
390,03-17,16:13:55.804,23650,23689,V,AudioManager,isMusicActive...,E98,isMusicActive...,[[]]
391,03-17,16:13:55.813,28601,28601,V,AudioManager,isBluetoothScoOn...,E87,isBluetoothScoOn...,[[]]
392,03-17,16:13:55.821,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 0,E27,getLastAudibleStreamVolume treamType: <*>,[['0']]
393,03-17,16:13:55.827,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
394,03-17,16:13:55.832,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
395,03-17,16:13:55.834,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E21,"cancelNotification, index: <*>",[['1']]
396,03-17,16:13:55.836,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
397,03-17,16:13:55.838,1702,3137,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
398,03-17,16:13:55.839,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
399,03-17,16:13:55.867,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
400,03-17,16:13:55.869,1702,14640,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
401,03-17,16:13:55.875,1702,2250,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
402,03-17,16:13:55.879,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 1,E27,getLastAudibleStreamVolume treamType: <*>,[['1']]
403,03-17,16:13:55.882,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 2,E27,getLastAudibleStreamVolume treamType: <*>,[['2']]
404,03-17,16:13:55.883,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
405,03-17,16:13:55.885,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
406,03-17,16:13:55.889,2227,2514,V,AudioManager,getDevicesForStream  streamType: 3,E28,getDevicesForStream streamType: <*>,[['3']]
407,03-17,16:13:55.891,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 3,E27,getLastAudibleStreamVolume treamType: <*>,[['3']]
408,03-17,16:13:55.893,2227,2514,V,AudioManager,getDevicesForStream  streamType: 3,E28,getDevicesForStream streamType: <*>,[['3']]
409,03-17,16:13:55.894,1702,2639,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
410,03-17,16:13:55.896,1702,2113,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
411,03-17,16:13:55.896,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 4,E27,getLastAudibleStreamVolume treamType: <*>,[['4']]
412,03-17,16:13:55.899,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 5,E27,getLastAudibleStreamVolume treamType: <*>,[['5']]
413,03-17,16:13:55.904,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 6,E27,getLastAudibleStreamVolume treamType: <*>,[['6']]
414,03-17,16:13:55.906,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 7,E27,getLastAudibleStreamVolume treamType: <*>,[['7']]
415,03-17,16:13:55.921,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 8,E27,getLastAudibleStreamVolume treamType: <*>,[['8']]
416,03-17,16:13:55.937,1702,1737,D,ActivityManager,cleanUpApplicationRecord -- 12025,E31,cleanUpApplicationRecord -- <*>,[['12025']]
417,03-17,16:13:55.937,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12025, restart: false",E51,"cleanUpApplicationRecordLocked, pid: <*> restart: false",[['12025']]
418,03-17,16:13:55.938,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12025, euid: 0",E112,"cleanUpApplicationRecordLocked, reset pid: <*> euid: <*>","[['12025', '0']]"
419,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,E32,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested= false,[[]]
420,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,E33,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount= <*>,[['0']]
421,03-17,16:13:55.941,30852,30852,V,AudioManager,getMode...,E88,getMode...,[[]]
422,03-17,16:13:55.944,30852,30852,V,AudioManager,setSpeakerphoneOn  on: true,E29,setSpeakerphoneOn on: true,[[]]
423,03-17,16:13:55.948,30852,30852,I,AudioManager,setSpeakerphoneOn on:true,E29,setSpeakerphoneOn on: true,[[]]
424,03-17,16:13:56.080,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
425,03-17,16:13:56.177,1702,2644,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
426,03-17,16:13:56.261,1702,1737,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10091']]
427,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
428,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
429,03-17,16:13:58.485,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
430,03-17,16:13:58.796,1702,8303,D,PowerManagerService,"release:lock=219829192, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E73,"release: lock= <*> flg= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['219829192', '0x0', '1041', '0'], '<*>,', '<*>,', '<*>,', '""AudioMix"",', 'audioserver"",']"
431,03-17,16:13:58.797,1702,8303,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
432,03-17,16:13:58.797,1702,8303,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
433,03-17,16:14:00.001,1702,2096,I,AlarmManager,"sending alarm Alarm{aa90550 type 3 when 509142332 PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = 0,listenerTag =time_tick",E167,"sending alarm <*> type <*> when <*> <*> <*> android broadcastIntent}}}, repeatInterval = <*> listenerTag = time_tick","[['aa90550', '3', '509142332', '1749923', '9600e20', '0']]"
434,03-17,16:14:00.002,1702,2096,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
435,03-17,16:14:00.002,1702,2096,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E136,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
436,03-17,16:14:00.003,1702,1702,V,AlarmManager,Received TIME_TICK alarm; rescheduling,E146,Received TIME_TICK alarm; rescheduling,[[]]
437,03-17,16:14:00.004,1702,1702,I,AlarmManager,scheduleTimeTickEvent triggerAtTime = 509202333,E147,scheduleTimeTickEvent triggerAtTime = <*>,[['509202333']]
438,03-17,16:14:00.022,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E55,"updateClipping isOverlap: false, getTopPadding= <*> Translation= <*>","[['333', '0', '0', '0']]"
439,03-17,16:14:00.022,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E13,updateDimmedActivatedHideSensitive overlap: false,[[]]
440,03-17,16:14:00.039,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E55,"updateClipping isOverlap: false, getTopPadding= <*> Translation= <*>","[['333', '0', '0', '0']]"
441,03-17,16:14:00.039,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E13,updateDimmedActivatedHideSensitive overlap: false,[[]]
442,03-17,16:14:00.049,2227,2227,D,KeyguardUpdateMonitor,received broadcast android.intent.action.TIME_TICK,E25,received broadcast <*>,[['android.intent.action.TIME_TICK']]
443,03-17,16:14:00.050,2227,2227,D,KeyguardUpdateMonitor,handleTimeUpdate,E100,handleTimeUpdate,[[]]
444,03-17,16:14:00.349,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
445,03-17,16:14:00.349,1702,1702,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
446,03-17,16:14:01.800,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261866434, event=2, flags=0x0, uid=1000",E65,userActivityNoUpdateLocked: eventTime= <*> event= <*> flags= <*> uid= <*>,"[['261866434', '2', '0x0', '1000']]"
447,03-17,16:14:01.801,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
448,03-17,16:14:01.964,2227,2227,V,PhoneStatusBar,setLightsOn(true),E22,setLightsOn( true) ,[[]]
449,03-17,16:14:01.964,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E79,"setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect( <*> <*> - <*> <*> , dockedStackBounds= Rect( <*> <*> - <*> <*> ","[['0', '1', '40000500', '40000500', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']]"
450,03-17,16:14:01.978,2227,2227,V,PhoneStatusBar,setLightsOn(true),E22,setLightsOn( true) ,[[]]
