LineId,Time,Component,Pid,Content,EventId,EventTemplate
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,E19,calculateCaloriesWithCache totalCalories= <*>
552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,E41,REPORT <*> <*> <*> <*> <*>
554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,E0,onStandStepChanged <*>
555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,E8,onExtend: <*> <*> <*> <*>
556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,E33, getTodayTotalDetailSteps = <*>
557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,E1,setTodayTotalDetailSteps= <*>
558,20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,E19,calculateCaloriesWithCache totalCalories= <*>
559,20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
560,20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,E41,REPORT <*> <*> <*> <*> <*>
561,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,E0,onStandStepChanged <*>
562,20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,E8,onExtend: <*> <*> <*> <*>
563,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
564,20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,E33, getTodayTotalDetailSteps = <*>
565,20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,E1,setTodayTotalDetailSteps= <*>
566,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,E19,calculateCaloriesWithCache totalCalories= <*>
567,20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
568,20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,E41,REPORT <*> <*> <*> <*> <*>
569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,E0,onStandStepChanged <*>
570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,E8,onExtend: <*> <*> <*> <*>
571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,E33, getTodayTotalDetailSteps = <*>
572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,E1,setTodayTotalDetailSteps= <*>
573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,E19,calculateCaloriesWithCache totalCalories= <*>
574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,E41,REPORT <*> <*> <*> <*> <*>
576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,E0,onStandStepChanged <*>
577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,E8,onExtend: <*> <*> <*> <*>
578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,E33, getTodayTotalDetailSteps = <*>
579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,E1,setTodayTotalDetailSteps= <*>
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,E19,calculateCaloriesWithCache totalCalories= <*>
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,E41,REPORT <*> <*> <*> <*> <*>
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,E0,onStandStepChanged <*>
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,E8,onExtend: <*> <*> <*> <*>
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,E33, getTodayTotalDetailSteps = <*>
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,E1,setTodayTotalDetailSteps= <*>
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,E19,calculateCaloriesWithCache totalCalories= <*>
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,E41,REPORT <*> <*> <*> <*> <*>
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,E0,onStandStepChanged <*>
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,E8,onExtend: <*> <*> <*> <*>
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,E33, getTodayTotalDetailSteps = <*>
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,E1,setTodayTotalDetailSteps= <*>
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,E19,calculateCaloriesWithCache totalCalories= <*>
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,E0,onStandStepChanged <*>
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,E8,onExtend: <*> <*> <*> <*>
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,E33, getTodayTotalDetailSteps = <*>
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,E1,setTodayTotalDetailSteps= <*>
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,E19,calculateCaloriesWithCache totalCalories= <*>
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,E41,REPORT <*> <*> <*> <*> <*>
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,E0,onStandStepChanged <*>
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,E8,onExtend: <*> <*> <*> <*>
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,E33, getTodayTotalDetailSteps = <*>
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,E1,setTodayTotalDetailSteps= <*>
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,E19,calculateCaloriesWithCache totalCalories= <*>
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,E41,REPORT <*> <*> <*> <*> <*>
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,E0,onStandStepChanged <*>
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,E8,onExtend: <*> <*> <*> <*>
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,E33, getTodayTotalDetailSteps = <*>
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,E1,setTodayTotalDetailSteps= <*>
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,E19,calculateCaloriesWithCache totalCalories= <*>
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,E41,REPORT <*> <*> <*> <*> <*>
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,E0,onStandStepChanged <*>
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,E8,onExtend: <*> <*> <*> <*>
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,E33, getTodayTotalDetailSteps = <*>
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,E1,setTodayTotalDetailSteps= <*>
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,E19,calculateCaloriesWithCache totalCalories= <*>
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,E41,REPORT <*> <*> <*> <*> <*>
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,E0,onStandStepChanged <*>
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,E8,onExtend: <*> <*> <*> <*>
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,E33, getTodayTotalDetailSteps = <*>
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,E1,setTodayTotalDetailSteps= <*>
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,E19,calculateCaloriesWithCache totalCalories= <*>
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,E41,REPORT <*> <*> <*> <*> <*>
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,E0,onStandStepChanged <*>
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,E8,onExtend: <*> <*> <*> <*>
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,E33, getTodayTotalDetailSteps = <*>
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,E1,setTodayTotalDetailSteps= <*>
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,E19,calculateCaloriesWithCache totalCalories= <*>
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,E41,REPORT <*> <*> <*> <*> <*>
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,E0,onStandStepChanged <*>
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,E8,onExtend: <*> <*> <*> <*>
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,E33, getTodayTotalDetailSteps = <*>
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,E1,setTodayTotalDetailSteps= <*>
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,E19,calculateCaloriesWithCache totalCalories= <*>
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,E41,REPORT <*> <*> <*> <*> <*>
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,E0,onStandStepChanged <*>
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,E8,onExtend: <*> <*> <*> <*>
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,E33, getTodayTotalDetailSteps = <*>
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,E1,setTodayTotalDetailSteps= <*>
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,E19,calculateCaloriesWithCache totalCalories= <*>
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,E41,REPORT <*> <*> <*> <*> <*>
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,E0,onStandStepChanged <*>
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,E8,onExtend: <*> <*> <*> <*>
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,E33, getTodayTotalDetailSteps = <*>
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,E1,setTodayTotalDetailSteps= <*>
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,E19,calculateCaloriesWithCache totalCalories= <*>
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,E41,REPORT <*> <*> <*> <*> <*>
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,E0,onStandStepChanged <*>
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,E8,onExtend: <*> <*> <*> <*>
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,E33, getTodayTotalDetailSteps = <*>
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,E1,setTodayTotalDetailSteps= <*>
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,E19,calculateCaloriesWithCache totalCalories= <*>
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,E41,REPORT <*> <*> <*> <*> <*>
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,E0,onStandStepChanged <*>
668,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,E8,onExtend: <*> <*> <*> <*>
669,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,E33, getTodayTotalDetailSteps = <*>
670,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,E1,setTodayTotalDetailSteps= <*>
671,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,E19,calculateCaloriesWithCache totalCalories= <*>
672,20171223-22:19:14:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
673,20171223-22:19:14:688,Step_StandReportReceiver,30002312,REPORT : 7154 5107 153238 240,E41,REPORT <*> <*> <*> <*> <*>
674,20171223-22:19:15:855,Step_LSC,30002312,onStandStepChanged 3726,E0,onStandStepChanged <*>
675,20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0,E8,onExtend: <*> <*> <*> <*>
676,20171223-22:19:16:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975,E33, getTodayTotalDetailSteps = <*>
677,20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,E1,setTodayTotalDetailSteps= <*>
678,20171223-22:19:16:171,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,E19,calculateCaloriesWithCache totalCalories= <*>
679,20171223-22:19:16:177,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
680,20171223-22:19:43:719,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E21,onReceive action: android.intent.action.SCREEN_OFF
681,20171223-22:19:57:751,Step_LSC,30002312,onStandStepChanged 3732,E0,onStandStepChanged <*>
682,20171223-22:19:57:755,Step_LSC,30002312,onExtend:1514038756000 6 0 4,E8,onExtend: <*> <*> <*> <*>
683,20171223-22:19:57:758,Step_LSC,30002312,onStandStepChanged 3732,E0,onStandStepChanged <*>
684,20171223-22:19:57:763,Step_LSC,30002312,onExtend:1514038798000 0 0 4,E8,onExtend: <*> <*> <*> <*>
685,20171223-22:19:57:775,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E15,onReceive action: android.intent.action.SCREEN_ON
686,20171223-22:19:57:776,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E16,processHandleBroadcastAction action: android.intent.action.SCREEN_ON
687,20171223-22:19:57:776,Step_StandStepCounter,30002312,flush sensor data,E18,flush sensor data
688,20171223-22:19:57:777,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548920##8661##16256##27400475,E33, getTodayTotalDetailSteps = <*>
689,20171223-22:19:57:778,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,E1,setTodayTotalDetailSteps= <*>
690,20171223-22:19:57:780,Step_LSC,30002312,onStandStepChanged 3732,E0,onStandStepChanged <*>
691,20171223-22:19:57:789,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130052,E19,calculateCaloriesWithCache totalCalories= <*>
692,20171223-22:19:57:796,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
693,20171223-22:19:57:796,Step_StandReportReceiver,30002312,REPORT : 7160 5112 153367 240,E41,REPORT <*> <*> <*> <*> <*>
694,20171223-22:19:57:878,Step_LSC,30002312,onStandStepChanged 3732,E0,onStandStepChanged <*>
695,20171223-22:19:57:879,Step_LSC,30002312,onExtend:1514038798000 0 0 4,E8,onExtend: <*> <*> <*> <*>
696,20171223-22:19:58:97,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7160##548925##8661##16256##27442097,E33, getTodayTotalDetailSteps = <*>
697,20171223-22:19:58:97,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,E1,setTodayTotalDetailSteps= <*>
698,20171223-22:19:58:109,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130052,E19,calculateCaloriesWithCache totalCalories= <*>
699,20171223-22:19:58:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
700,20171223-22:19:58:363,Step_LSC,30002312,onStandStepChanged 3735,E0,onStandStepChanged <*>
701,20171223-22:19:58:363,Step_LSC,30002312,flushTempCacheToDB by stand,E22,flushTempCacheToDB by stand
702,20171223-22:19:58:366,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,E47,Alarm uploadStaticsToDB totalSteps= <*> <*> <*> <*>
703,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,writeDataToDB size 327,E26,writeDataToDB size <*>
704,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002",E48,upLoadOneMinuteDataToEngine time= <*> <*> <*> <*> <*>
705,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002",E48,upLoadOneMinuteDataToEngine time= <*> <*> <*> <*> <*>
706,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002",E48,upLoadOneMinuteDataToEngine time= <*> <*> <*> <*> <*>
707,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233978,0,5,0,20002",E48,upLoadOneMinuteDataToEngine time= <*> <*> <*> <*> <*>
708,20171223-22:19:58:367,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002",E48,upLoadOneMinuteDataToEngine time= <*> <*> <*> <*> <*>
709,20171223-22:19:58:369,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E34,getBinderPackageName packageName = com.huawei.health
710,20171223-22:19:58:370,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E34,getBinderPackageName packageName = com.huawei.health
711,20171223-22:19:58:371,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",E55,"getAppContext() isAppValid health or wear, packageName = com.huawei.health"
712,20171223-22:19:58:373,Step_LSC,30002312,onExtend:1514038799000 3 0 4,E8,onExtend: <*> <*> <*> <*>
713,20171223-22:19:58:374,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E34,getBinderPackageName packageName = com.huawei.health
714,20171223-22:19:58:375,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E34,getBinderPackageName packageName = com.huawei.health
715,20171223-22:19:58:375,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,E43,insertHiHealthData() checkAppType <*> appID = <*>
716,20171223-22:19:58:376,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",E58,"insertHiHealthData() size = <*> app = <*> One Data Type = <*> packageName = com.huawei.health, writeStatType = <*>"
717,20171223-22:19:58:377,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",E56,saveHealthDetailData() deviceID = <*> clientID= <*> id= <*>
718,20171223-22:19:58:378,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1",E59,saveStatData() type = <*> time = <*> statClient = <*> who is <*>
719,20171223-22:19:58:378,HiH_DataStatManager,30002312,"new date =20171223, type=40002,7163.0,old=6983.0",E61,new date = <*> type= <*> <*> old= <*>
720,20171223-22:19:58:379,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40003,time = 1513958400000,statClient = 2,who is 1",E59,saveStatData() type = <*> time = <*> statClient = <*> who is <*>
721,20171223-22:19:58:380,HiH_DataStatManager,30002312,"new date =20171223, type=40003,153367.0,old=210654.54000000004",E61,new date = <*> type= <*> <*> old= <*>
722,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003",E62,saveHealthDetailData() saveOneDetailData fail hiHealthData = <*> type = <*>
723,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40005,time = 1513958400000,statClient = 2,who is 1",E59,saveStatData() type = <*> time = <*> statClient = <*> who is <*>
724,20171223-22:19:58:381,HiH_DataStatManager,30002312,"new date =20171223, type=40005,240.0,old=330.0",E61,new date = <*> type= <*> <*> old= <*>
725,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005",E62,saveHealthDetailData() saveOneDetailData fail hiHealthData = <*> type = <*>
726,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1",E59,saveStatData() type = <*> time = <*> statClient = <*> who is <*>
727,20171223-22:19:58:382,HiH_DataStatManager,30002312,"new date =20171223, type=40004,5112.0,old=4985.0",E61,new date = <*> type= <*> <*> old= <*>
728,20171223-22:19:58:406,HiH_HiHealthDataInsertStore,30002312,"bulkSaveDetailHiHealthData() size = 4,totalTime = 30",E49,bulkSaveDetailHiHealthData() size = <*> totalTime = <*>
729,20171223-22:19:58:407,HiH_ListenerManager,30002312,startListenerChange subscribeList = [1],E35,startListenerChange subscribeList = [1]
730,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT",E63,insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*> errorMessage = ERR_DATA_INSERT
731,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 45,E9,insertHiHealthData() end totalTime = <*>
732,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB() onResult  type = 4 obj=true,E50,uploadStaticsToDB() onResult type = <*> obj= true
733,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB failed message=true,E36,uploadStaticsToDB failed message= true
734,20171223-22:19:58:413,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,E44,checkInsertStatus stepSum or calorieSum is enough
735,20171223-22:19:58:413,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E34,getBinderPackageName packageName = com.huawei.health
736,20171223-22:19:58:415,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E34,getBinderPackageName packageName = com.huawei.health
